show_id,type,title,director,country,date_added,release_year,rating,duration,listed_in,cast,description
s1326,Movie,Chicken Little,Mark Dindal,United States,3/16/2016,2005,G,82 min,"Children & Family Movies, Comedies","Zach Braff, Joan Cusack, Patrick Stewart, Steve Zahn, Catherine O'Hara, Harry Shearer, Adam West, Don Knotts, Amy Sedaris, Garry Marshall, Patrick Warburton, Fred Willard, Wallace Shawn",No one believes Chicken Little when he tries to warn of an alien invasion – so it's up to him and his misfit friends to save the world!
s1327,TV Show,Chicken Soup for the Soul's Being Dad,,United States,8/27/2018,2018,TV-MA,1 Season,Docuseries,,"Nine dads around America with different family structures, backgrounds and jobs navigate the joys and challenges of fatherhood."
s1328,Movie,Chico Bon Bon and the Very Berry Holiday,Darragh O'Connell,,12/3/2020,2020,TV-Y,25 min,Children & Family Movies,"Robbie Daymond, Dayci Brookshire, Anthony Tedesco, Andy Abbott, Emma Sloan Jacobs, Joanna Lewis, Matt Mercer, Ian Nikus","The Fix-It Force makes a plan to hit every home as fast as they can, delivering Blunderberry Cakes before the town awakes to avoid a holiday disaster."
s1329,TV Show,Chico Bon Bon: Monkey with a Tool Belt,,United States,10/27/2020,2020,TV-Y,4 Seasons,Kids' TV,"Robbie Daymond, Dayci Brookshire, Anthony Tedesco, Andy Abbott, Roberta Lemons, Cole Seaver","Armed with tools and engineering smarts, monkey mechanic Chico Bon Bon and his Fix-It Force help the people of Blunderburg solve all of their problems."
s1330,Movie,Chief Daddy,Niyi Akinmolayan,Nigeria,3/15/2019,2018,TV-MA,98 min,"Comedies, Dramas, International Movies","Taiwo Obileye, Joke Silva, Falz The Bahd Guy, Dakore Akande, Funke Akindele, Zainab Balogun, Shaffy Bello, Ini Edo, Linda Ihuoma-Suleiman, Mawuli Gavor, Richard Mofe-Damijo, Rachael Oniga, Nkem Owoh, Patience Ozokwor","When a wealthy patriarch unexpectedly drops dead, his money-crazed family, friends and staff scramble for his billionaire fortune."
s1331,TV Show,Chief of Staff,,South Korea,11/12/2019,2019,TV-14,2 Seasons,"International TV Shows, Korean TV Shows, TV Dramas","Lee Jung-jae, Shin Mina, Lee Elijah, Kim Dong-jun, Jung Jin-young, Kim Kap-soo, Jung Woong-in, Im Won-hee, Kim Hong-pa","As a chief of staff in the National Assembly, Jang Tae-jun influences power behind the scenes while pursuing his own ambitions to rise to the top."
s1332,Movie,Child's Play,Tom Holland,United States,12/31/2019,1988,R,87 min,"Cult Movies, Horror Movies","Catherine Hicks, Alex Vincent, Brad Dourif, Chris Sarandon, Dinah Manoff, Tommy Swerdlow, Jack Colvin, Neil Giuntoli, Juan Ramírez, Alan Wilder","When a rash of murders unfolds, 6-year-old Andy knows that his toy doll Chucky is the killer, but neither his mom nor the cops believe him."
s1333,TV Show,Children of Adam,,Lebanon,12/12/2020,2020,TV-14,1 Season,"International TV Shows, TV Dramas, TV Thrillers","Maguy Bou Ghosn, Daniella Rahme, Maxim Khalil, Qays Sheikh Najib, Mohamed Yaghy, Rodney Haddad, Nada Abou Farhat","Amid crime and corruption, the lives of two couples intertwine as unexpected events soon reveal their dark secrets and tainted pasts."
s1334,Movie,Children of God,John Smithson,United Kingdom,8/1/2016,1994,TV-MA,63 min,Documentaries,,"A former member examines the lingering effects of being raised in the Family, a cult whose disturbing practices include the sexual abuse of children."
s1335,Movie,Children of the Sea,Ayumu Watanabe,Japan,9/1/2020,2019,TV-PG,112 min,Anime Features,"Mana Ashida, Hiiro Ishibashi, Seishu Uragami, Win Morisaki, Goro Inagaki, Yu Aoi, Toru Watanabe, Min Tanaka, Sumiko Fuji","Ruka spends her summer at the aquarium, where she’s drawn into an enigmatic aquatic event alongside two mysterious boys raised in the ocean."
s1336,TV Show,Children of the Whales,,Japan,3/13/2018,2017,TV-14,1 Season,"Anime Series, International TV Shows","Natsuki Hanae, Manaka Iwami, Yuuichirou Umehara, Nobunaga Shimazaki, Mikako Komatsu, Daiki Yamashita, Hiroshi Kamiya","As a magic wielder, young archivist Chakuro knows his time is short, but everything changes when a girl from the outside appears on his island."
s1337,TV Show,Chill with Bob Ross,,,12/1/2016,1994,TV-G,1 Season,TV Shows,Bob Ross,Iconic artist and master of relaxation Bob Ross demonstrates the process of creating wintry scenes in these episodes dedicated to the season.
s1338,Movie,Chillar Party,"Vikas Bahl, Nitesh Tiwari",India,8/2/2018,2011,TV-PG,127 min,"Children & Family Movies, Comedies, Dramas","Irfan Khan, Raju, Sanath Menon, Rohan Grover, Naman Jain, Aarav Khanna, Vishesh Tiwari, Chinmai Chandranshuh, Vedant Desai, Shriya Sharma, Divji Handa","Eight feisty boys befriend young drifter Fatka. When a mean politician threatens Fatka's way of life, the boys band together in honor of their pal."
s1339,TV Show,Chilling Adventures of Sabrina,,United States,12/31/2020,2020,TV-14,4 Seasons,"TV Horror, TV Mysteries, TV Sci-Fi & Fantasy","Kiernan Shipka, Ross Lynch, Miranda Otto, Lucy Davis, Chance Perdomo, Michelle Gomez, Richard Coyle, Jaz Sinclair, Lachlan Watson, Tati Gabrielle, Adeline Rudolph, Abigail Cowen, Gavin Leatherwood, Bronson Pinchot","Magic and mischief collide as half-human, half-witch Sabrina navigates between two worlds: mortal teen life and her family's legacy, the Church of Night."
s1340,Movie,China Salesman,Tan Bing,China,9/24/2018,2017,TV-MA,111 min,"Action & Adventure, International Movies","Li Dong Xue, Mike Tyson, Steven Seagal, Janicke Askevold, Li Ai, Eriq Ebouaney, Clovis Fouin, Wang Zijian",A Chinese engineer travels to a war-torn African country to rebuild its telecommunications but instead finds massive corruption and explosive danger.
s1341,Movie,Chingo Bling: They Can't Deport Us All,Luis Lopez,,6/1/2017,2017,TV-MA,63 min,Stand-Up Comedy,Chingo Bling,"On point and larger than life, rapper and stand-up comic Chingo Bling gathers his funniest friends for a rambunctious take on Tex-Mex culture."
s1342,TV Show,Chip and Potato,,"United Kingdom, Canada",11/29/2019,2019,TV-Y,2 Seasons,Kids' TV,"Abigail Oliver, Andrea Libman, Briana Buckmaster, Brian Dobson, Chance Hurstfield, Dominic Good, Emma Jayne Maas, Evan Byarushengo, Scotia Anderson, Alessandro Juliani","Lovable pug Chip starts kindergarten, makes new friends and tries new things – with a little help from Potato, her secret mouse pal."
s1343,Movie,Chippa,Safdar Rahman,India,6/1/2020,2020,TV-14,92 min,"Comedies, Dramas, Independent Movies","Sunny Pawar, Chandan Roy Sanyal, Gautam Sarkar, Sumeet Thakur, Mala Mukherjee, Masood Akhtar, Veer Rajwant Singh, Joyraj Bhattacharya","At midnight on his 10th birthday, a boy scours the lesser-known Kolkata streets in search of a father he’s never met, carrying a letter he can’t read."
s1344,Movie,Chittagong,Bedabrata Pain,"United States, India, Bangladesh",1/1/2018,2012,NR,105 min,"Dramas, Independent Movies, International Movies","Manoj Bajpayee, Barry John, Delzad Hiwale, Vega Tamotia, Nawazuddin Siddiqui, Rajkummar Rao, Jaideep Ahlawat, Vijay Varma, Dibyendu Bhattacharya","In the turbulent 1930s of British colonial India, a teenager joins a ragtag army of schoolboys determined to overthrow their foreign conquerors."
s1345,Movie,Chitty Chitty Bang Bang,Ken Hughes,"United Kingdom, United States",1/1/2020,1968,G,146 min,"Children & Family Movies, Classic Movies, Comedies","Dick Van Dyke, Sally Ann Howes, Lionel Jeffries, Gert Fröbe, Anna Quayle, Benny Hill, James Robertson Justice, Robert Helpmann, Heather Ripley, Adrian Hall, Barbara Windsor, Davy Kaye, Alexander Doré, Bernard Spear, Stanley Unwin","Quirky inventor Caractacus Potts and his family travel in their magical flying car to Vulgaria, a kingdom strangely devoid of children."
s1346,Movie,Chloe,Atom Egoyan,"United States, Canada, France",1/1/2020,2009,R,96 min,"Independent Movies, Thrillers","Julianne Moore, Liam Neeson, Amanda Seyfried, Max Thieriot, R.H. Thomson, Nina Dobrev, Laura de Carteret, Mishu Vellani","Suspecting her husband of infidelity, Catherine hires sexy Chloe to test his faithfulness. Soon, the relationships between all three intensify."
s1347,TV Show,Chocolate,,South Korea,11/30/2019,2019,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows","Ha Ji-won, Yoon Kye-sang, Jang Seung-jo, Kang Bu-ja, Lee Jae-ryong, Min Jin-woong, Kim Won-hae, Yoo Teo","Brought together by meaningful meals in the past and present, a doctor and a chef are reacquainted when they begin working at a hospice ward."
s1348,Movie,Chocolate City: Vegas Strip,Jean-Claude La Marre,United States,8/12/2017,2017,TV-MA,90 min,Dramas,"Robert Ri'chard, Darrin Dewitt Henson, Ginuwine, Gilbert Saldivar, Keith Carlos, Michael Bolwaire, Willie Taylor, Michael Jai White, Vivica A. Fox, Mekhi Phifer","The exotic dancers from Chocolate City get back together for a trip to Las Vegas and a chance at $500,000 in prize money."
s1349,Movie,Choked: Paisa Bolta Hai,Anurag Kashyap,India,6/5/2020,2020,TV-14,114 min,"Dramas, International Movies","Saiyami Kher, Roshan Mathew, Amruta Subhash, Upendra Limaye, Tushar Dalvi, Rajshri Deshpande, Vaisnavi RP, Uday Nene, Parthveer Shukla, Sanjay Bhatia, Aditya Kumar, Milind Pathak",A bank employee weighed down by her jobless husband's debts — and her own broken dreams — finds a secret source of seemingly unlimited cash in her home.
s1350,Movie,Chopsticks,Sachin Yardi,India,5/31/2019,2019,TV-MA,101 min,"Comedies, Dramas, Independent Movies","Abhay Deol, Mithila Palkar, Vijay Raaz",A gifted but insecure woman embarks on a transformative journey when she enlists an enigmatic con man to recover her stolen car from an eccentric thug.
s1351,TV Show,Chosen,,China,10/17/2019,2019,TV-14,2 Seasons,"Crime TV Shows, International TV Shows, TV Action & Adventure","Lan Cheng-Lung, Deng JiaJia, Han Pengyi, Sam Hayden-Smith, Jenny Zhou, Paul He, Nathaniel Kelly","When a mysterious box arrives at his door, a doctor and father is forced to participate in a twisted killing game, or risk losing everything."
s1352,Movie,Chris Brown: Welcome to My Life,Andrew Sandler,United States,10/7/2017,2017,TV-MA,80 min,"Documentaries, Music & Musicals",Chris Brown,"Featuring interviews, concert footage and behind-the-scenes access, this documentary delivers fans an all-access look at the life of Chris Brown."
s1353,Movie,Chris D'Elia: Incorrigible,Bill D'Elia,United States,4/17/2015,2015,TV-MA,84 min,Stand-Up Comedy,Chris D'Elia,Stand-up comedian Chris D'Elia covers everything from how to improve the NFL to why dating is evil and that babies should grow up before they're born.
s1354,Movie,Chris D'Elia: Man on Fire,Bill D'Elia,United States,6/27/2017,2017,TV-MA,66 min,Stand-Up Comedy,Chris D'Elia,"Unbridled comic Chris D'Elia reconsiders his approach to major life events like marriage, not having kids and buying pants for your friends."
s1355,Movie,Chris D'Elia: No Pain,Matt D'Elia,United States,4/14/2020,2020,TV-MA,55 min,Stand-Up Comedy,Chris D'Elia,Chris D'Elia takes the stage in Minneapolis to offer his thoughts on everything from self-censorship to problematic dolphins to lame mutant powers.
s1356,Movie,Chris Rock Total Blackout: The Tamborine Extended Cut,Chris Rock,,1/12/2021,2021,TV-MA,98 min,Stand-Up Comedy,Chris Rock,"In this extended cut of his 2018 special, Chris Rock takes the stage for a special filled with searing observations on fatherhood, infidelity and politics."
s1357,Movie,Chris Rock: Tamborine,Bo Burnham,United States,2/14/2018,2018,TV-MA,65 min,Stand-Up Comedy,Chris Rock,"Chris Rock takes the stage in Brooklyn for a comedy special filled with searing observations on fatherhood, infidelity and American politics."
s1358,Movie,Chris Tucker Live,Phil Joanou,United States,7/10/2015,2015,TV-MA,92 min,Stand-Up Comedy,Chris Tucker,"Filmed in his hometown of Atlanta, Chris Tucker showcases his stand-up comedic chops as he shares his experiences from childhood to the big time."
s1359,Movie,Christian Mingle,Corbin Bernsen,United States,6/6/2019,2014,PG,99 min,"Comedies, Faith & Spirituality, Romantic Movies","Lacey Chabert, Jonathan Patrick Moore, Saidah Arrika Ekulona, Stephen Tobolowsky, John O'Hurley, David Keith, Morgan Fairchild, Corbin Bernsen",A career woman who has everything but romance finds her values challenged when she starts dating a good man she met on a Christian matchmaking site.
s1360,TV Show,Christiane Amanpour: Sex & Love Around the World,,United States,9/30/2018,2018,TV-MA,1 Season,Docuseries,,"A contextual, acculturated dive into how adults in six, big global cities celebrate love and accentuate sex. CNN's Christiane Amanpour reports."
s1361,Movie,Christina P: Mother Inferior,Jay Karas,United States,10/10/2017,2017,TV-MA,59 min,Stand-Up Comedy,Christina Pazsitzky,"Christina Pazsitzky hits Seattle with a biting dose of reality, telling truths about her childhood, getting older and the horrors of giving birth."
s1362,Movie,Christine,Antonio Campos,"United Kingdom, United States",8/13/2020,2016,R,119 min,"Dramas, Independent Movies","Rebecca Hall, Michael C. Hall, Tracy Letts, Maria Dizzia, J. Smith-Cameron, Timothy Simons, Kim Shaw, John Cullum, Morgan Spector, Jayson Warner Smith","In a film based on true events, an awkward but ambitious TV reporter struggles to adapt when she's ordered to focus on violent and salacious stories."
s1363,Movie,Christmas Break-In,Michael Kampa,United States,11/1/2020,2019,TV-PG,87 min,"Children & Family Movies, Comedies","Danny Glover, Denise Richards, Cameron Seely, Sean O'Bryan, Katrina Begin, Jake Van Wagoner, Douglas Spain, Dawson Ehlke","Stranded at school before holiday break, a precocious girl gets into the spirit of saving when a trio of robbers trespass and hold the janitor hostage."
s1364,Movie,Christmas Crossfire,Detlev Buck,Germany,12/4/2020,2020,TV-MA,106 min,"Comedies, International Movies, Thrillers","Kostja Ullmann, Alli Neumann, Sascha Alexander Gersak, Sophia Thomalla, Merlin Rose, Detlev Buck, Peter Kurth, Anika Mauer, Frederic Linkemann, Bernd Hölscher","A man foils an attempted murder, then flees the crew of would-be killers along with their intended target as a woman he's just met tries to find him."
s1365,Movie,Christmas Crush,Marita Grabiak,"Canada, United States",11/4/2019,2012,TV-PG,87 min,"Comedies, Romantic Movies","Rachel Boston, Jonathan Bennett, Jon Prescott, Sunny Mabrey, Julia Voth, Elizabeth Lauren Hoffman, Eileen April Boylan, Josh Crotty",Twentysomething Georgia pines for her old boyfriend and is thrilled to have a second chance at love when she attends their high school reunion.
s1366,Movie,Christmas in the Heartland,Harvey Lowry,United States,11/1/2019,2017,TV-PG,112 min,Dramas,"Sierra McCormick, Brighton Sharbino, Bo Derek, Shelley Long, Christopher Rich, JoeDon Rooney, Tiffany Fallon, Paula Trickey, Christian Kane",Two girls realize they're both visiting grandparents they’ve never met and decide to switch places to see how the other half lives.
s1367,Movie,Christmas in the Smokies,Gary Wheeler,United States,3/1/2019,2015,TV-G,88 min,"Children & Family Movies, Dramas, Romantic Movies","Sarah Lancaster, Barry Corbin, Alan Powell, Jill Wagner, Danny Vinson, Gregory Alan Williams, Rebecca Koon, Brett Rice","In the Smoky Mountains, an ambitious woman works to save her family's historic berry farm as her ex, a country music star, returns to town."
s1368,Movie,Christmas Inheritance,Ernie Barbarash,United States,12/15/2017,2017,TV-G,105 min,"Dramas, International Movies, Romantic Movies","Eliza Taylor, Jake Lacy, Andie MacDowell, Michael Xavier, Neil Crone, Anthony Sherwood, Joanna Douglas, Martin Roach","To inherit her father's company, socialite Ellen must first visit his small hometown, where she learns the value of hard work and helping others."
s1369,Movie,Christmas Survival,James Dearden,United Kingdom,11/1/2019,2018,TV-MA,101 min,Comedies,"Julian Ovenden, Gemma Whelan, Joely Richardson, Michael Landes, Sally Phillips, Patricia Hodge, Ronni Ancona, James Fox, Sophie Simnett, Jade Ma","With Christmas just around the corner, sisters Miranda and Lyla bring their families to their childhood home, where rivalries don't take a holiday."
s1370,Movie,Christmas Wedding Planner,Justin G. Dyck,Canada,11/15/2018,2017,PG,86 min,"Comedies, International Movies, Romantic Movies","Stephen Huszar, Kelly Rutherford",A wedding planner’s world is turned upside down when a handsome private investigator is hired to disrupt one of her biggest jobs.
s1371,Movie,Christmas with a Prince,Justin G. Dyck,Canada,11/4/2020,2018,TV-PG,86 min,"Comedies, Dramas, Romantic Movies","Kaitlyn Leeb, Nick Hounslow, Josh Dean, Melinda Shankar, Liam MacDonald, Ilamaria Ebrahim, Charles Shaughnessy, Julia Baldwin",A dedicated pediatrician reconsiders her feelings for a carefree prince as he secretly recovers from a ski accident alongside her young patients.
